airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration_min,days_left,price
Air_India,Bangalore,Delhi,Early_Morning,Early_Morning,one,Economy,1315,11,10534
Air_India,Bangalore,Delhi,Early_Morning,Morning,one,Economy,1545,11,10534
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,355,11,10638
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,520,11,10638
Indigo,Bangalore,Delhi,Morning,Night,one,Economy,580,11,10638
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,290,11,10732
Air_India,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,330,11,10744
Air_India,Bangalore,Delhi,Late_Night,Morning,one,Economy,395,11,10744
Air_India,Bangalore,Delhi,Afternoon,Night,one,Economy,610,11,10744
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,690,11,10744
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,755,11,10744
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,820,11,10744
Air_India,Bangalore,Delhi,Evening,Morning,one,Economy,840,11,10744
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,870,11,10744
Air_India,Bangalore,Delhi,Evening,Morning,one,Economy,905,11,10744
Air_India,Bangalore,Delhi,Evening,Morning,one,Economy,935,11,10744
Air_India,Bangalore,Delhi,Evening,Afternoon,one,Economy,1025,11,10744
Air_India,Bangalore,Delhi,Afternoon,Morning,one,Economy,1225,11,10744
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1385,11,10744
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1450,11,10744
Air_India,Bangalore,Delhi,Evening,Night,one,Economy,1515,11,10744
Indigo,Bangalore,Delhi,Evening,Night,one,Economy,325,11,10796
Indigo,Bangalore,Delhi,Night,Late_Night,one,Economy,350,11,10796
Indigo,Bangalore,Delhi,Night,Early_Morning,one,Economy,480,11,10796
Indigo,Bangalore,Delhi,Evening,Late_Night,one,Economy,530,11,10796
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,360,11,11164
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,310,11,10848
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,430,11,10848
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,900,11,10892
AirAsia,Bangalore,Delhi,Night,Late_Night,one,Economy,300,11,11164
AirAsia,Bangalore,Delhi,Evening,Late_Night,two_or_more,Economy,560,11,11164
Air_India,Bangalore,Delhi,Late_Night,Afternoon,one,Economy,615,11,11164
Air_India,Bangalore,Delhi,Morning,Night,one,Economy,725,11,11584
Air_India,Bangalore,Delhi,Late_Night,Evening,one,Economy,920,11,11584
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,275,11,11680
Air_India,Bangalore,Delhi,Morning,Night,one,Economy,730,11,11847
Air_India,Bangalore,Delhi,Morning,Night,one,Economy,875,11,11847
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,500,11,12214
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,300,11,12267
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,1860,11,12339
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,1920,11,12339
Vistara,Bangalore,Delhi,Early_Morning,Evening,one,Economy,2030,11,12339
Indigo,Bangalore,Delhi,Afternoon,Night,one,Economy,305,11,12093
Indigo,Bangalore,Delhi,Afternoon,Night,one,Economy,435,11,12093
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,465,11,12108
AirAsia,Bangalore,Delhi,Early_Morning,Morning,one,Economy,330,11,12110
Air_India,Bangalore,Delhi,Afternoon,Night,one,Economy,485,11,12455
AirAsia,Bangalore,Delhi,Early_Morning,Morning,one,Economy,380,11,12660
Indigo,Bangalore,Delhi,Morning,Afternoon,one,Economy,400,11,12843
Vistara,Bangalore,Delhi,Night,Evening,one,Economy,1330,11,13403
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1435,11,13403
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1490,11,13403
SpiceJet,Bangalore,Delhi,Early_Morning,Late_Night,one,Economy,1155,11,13054
Air_India,Bangalore,Delhi,Afternoon,Afternoon,one,Economy,1550,11,13085
Vistara,Bangalore,Delhi,Night,Evening,one,Economy,1130,11,13455
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1235,11,13455
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1290,11,13455
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1325,11,13455
Air_India,Bangalore,Delhi,Morning,Night,one,Economy,545,11,13264
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,765,11,14313
Air_India,Bangalore,Delhi,Late_Night,Night,one,Economy,1095,11,14314
SpiceJet,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,11,14734
Vistara,Bangalore,Delhi,Afternoon,Night,one,Economy,500,11,16204
SpiceJet,Bangalore,Delhi,Early_Morning,Night,one,Economy,985,11,16308
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1305,11,16519
SpiceJet,Bangalore,Delhi,Night,Late_Night,zero,Economy,160,12,7488
SpiceJet,Bangalore,Delhi,Night,Late_Night,zero,Economy,160,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,12,7488
AirAsia,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,12,7489
AirAsia,Bangalore,Delhi,Morning,Afternoon,zero,Economy,165,12,7489
AirAsia,Bangalore,Delhi,Evening,Night,zero,Economy,170,12,7489
AirAsia,Bangalore,Delhi,Late_Night,Late_Night,zero,Economy,175,12,7489
AirAsia,Bangalore,Delhi,Night,Late_Night,zero,Economy,175,12,7489
Vistara,Bangalore,Delhi,Night,Night,zero,Economy,155,12,7489
Vistara,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,160,12,7489
Vistara,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,160,12,7489
Vistara,Bangalore,Delhi,Morning,Afternoon,zero,Economy,160,12,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,160,12,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,165,12,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,165,12,7489
Vistara,Bangalore,Delhi,Morning,Afternoon,zero,Economy,175,12,7489
GO_FIRST,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,170,12,7487
GO_FIRST,Bangalore,Delhi,Night,Late_Night,zero,Economy,175,12,7487
SpiceJet,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,12,7488
Indigo,Bangalore,Delhi,Morning,Afternoon,zero,Economy,165,12,7488
Indigo,Bangalore,Delhi,Afternoon,Evening,zero,Economy,165,12,7488
Indigo,Bangalore,Delhi,Evening,Evening,zero,Economy,170,12,7488
Indigo,Bangalore,Delhi,Early_Morning,Early_Morning,zero,Economy,175,12,7488
Indigo,Bangalore,Delhi,Morning,Afternoon,zero,Economy,175,12,7488
Indigo,Bangalore,Delhi,Evening,Night,zero,Economy,175,12,7488
Indigo,Bangalore,Delhi,Evening,Night,zero,Economy,175,12,7488
Indigo,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,180,12,7488
Indigo,Bangalore,Delhi,Night,Night,zero,Economy,180,12,7488
Air_India,Bangalore,Delhi,Morning,Afternoon,zero,Economy,155,12,7489
Air_India,Bangalore,Delhi,Night,Night,zero,Economy,175,12,7489
Air_India,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,180,12,7489
Air_India,Bangalore,Delhi,Evening,Night,zero,Economy,180,12,7489
AirAsia,Bangalore,Delhi,Night,Late_Night,one,Economy,300,12,7484
AirAsia,Bangalore,Delhi,Night,Late_Night,one,Economy,335,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Evening,one,Economy,350,12,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,370,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Morning,one,Economy,380,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,415,12,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,420,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Night,one,Economy,440,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,455,12,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,455,12,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,460,12,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,two_or_more,Economy,525,12,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,530,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,550,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,555,12,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,two_or_more,Economy,560,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,585,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,two_or_more,Economy,630,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,two_or_more,Economy,640,12,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,645,12,7484
AirAsia,Bangalore,Delhi,Night,Morning,one,Economy,645,12,7484
AirAsia,Bangalore,Delhi,Night,Morning,one,Economy,655,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,12,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,720,12,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,775,12,7484
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,280,12,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Evening,one,Economy,300,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,335,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,345,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,350,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,360,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,370,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,375,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,380,12,7487
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,385,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,385,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,395,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,420,12,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,425,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,430,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,435,12,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,450,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,455,12,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,465,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,505,12,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,510,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,515,12,7487
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,525,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,525,12,7487
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,530,12,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,535,12,7487
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,595,12,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,595,12,7487
SpiceJet,Bangalore,Delhi,Afternoon,Night,one,Economy,330,12,7488
SpiceJet,Bangalore,Delhi,Evening,Night,one,Economy,380,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,405,12,7488
SpiceJet,Bangalore,Delhi,Morning,Evening,one,Economy,565,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Night,one,Economy,955,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Night,one,Economy,980,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Night,one,Economy,1070,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Late_Night,one,Economy,1100,12,7488
SpiceJet,Bangalore,Delhi,Afternoon,Morning,one,Economy,1175,12,7488
SpiceJet,Bangalore,Delhi,Morning,Morning,one,Economy,1360,12,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Morning,one,Economy,1555,12,7488
SpiceJet,Bangalore,Delhi,Afternoon,Evening,one,Economy,1590,12,7488
GO_FIRST,Bangalore,Delhi,Night,Morning,one,Economy,580,12,7994
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,285,12,9904
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,465,12,9904
Vistara,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,12,9904
Vistara,Bangalore,Delhi,Early_Morning,Night,one,Economy,895,12,9904
Vistara,Bangalore,Delhi,Evening,Afternoon,one,Economy,1185,12,9904
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1440,12,9904
Vistara,Bangalore,Delhi,Evening,Night,one,Economy,1615,12,9904
Vistara,Bangalore,Delhi,Evening,Morning,one,Economy,785,12,10009
Vistara,Bangalore,Delhi,Evening,Afternoon,one,Economy,1005,12,10009
Vistara,Bangalore,Delhi,Early_Morning,Morning,one,Economy,1505,12,10009
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,380,12,9746
Indigo,Bangalore,Delhi,Evening,Late_Night,one,Economy,395,12,9746
Indigo,Bangalore,Delhi,Early_Morning,Evening,one,Economy,540,12,9746
Indigo,Bangalore,Delhi,Early_Morning,Morning,one,Economy,285,12,9798
Indigo,Bangalore,Delhi,Afternoon,Evening,one,Economy,305,12,9798
Indigo,Bangalore,Delhi,Early_Morning,Morning,one,Economy,345,12,9798
Indigo,Bangalore,Delhi,Early_Morning,Morning,one,Economy,405,12,9798
Indigo,Bangalore,Delhi,Afternoon,Evening,one,Economy,410,12,9798
Indigo,Bangalore,Delhi,Evening,Night,one,Economy,445,12,9798
Indigo,Bangalore,Delhi,Early_Morning,Evening,one,Economy,535,12,9798
Indigo,Bangalore,Delhi,Early_Morning,Evening,one,Economy,595,12,9798
AirAsia,Bangalore,Delhi,Early_Morning,Morning,one,Economy,330,12,9799
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,425,12,9799
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,560,12,9799
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,12,9904
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,990,12,9904
Indigo,Bangalore,Delhi,Evening,Late_Night,one,Economy,525,12,10008
Indigo,Bangalore,Delhi,Afternoon,Evening,one,Economy,310,12,10061
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,405,12,10061
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,530,12,10061
Indigo,Bangalore,Delhi,Afternoon,Night,one,Economy,540,12,10061
Indigo,Bangalore,Delhi,Night,Late_Night,one,Economy,290,12,10271
Indigo,Bangalore,Delhi,Evening,Late_Night,one,Economy,345,12,10271
Indigo,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,620,12,10271
Air_India,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,440,12,10324
Vistara,Bangalore,Delhi,Evening,Night,one,Economy,275,12,10744
Vistara,Bangalore,Delhi,Morning,Afternoon,one,Economy,300,12,10744
Vistara,Bangalore,Delhi,Evening,Late_Night,one,Economy,300,12,10744
Vistara,Bangalore,Delhi,Evening,Late_Night,one,Economy,310,12,10744
Vistara,Bangalore,Delhi,Morning,Afternoon,one,Economy,335,12,10744
Vistara,Bangalore,Delhi,Evening,Late_Night,one,Economy,345,12,10744
Vistara,Bangalore,Delhi,Evening,Late_Night,one,Economy,355,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,360,12,10744
Vistara,Bangalore,Delhi,Morning,Afternoon,one,Economy,360,12,10744
Vistara,Bangalore,Delhi,Evening,Late_Night,one,Economy,390,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,445,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,445,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,470,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,505,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,515,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,575,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Evening,one,Economy,615,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,615,12,10744
Vistara,Bangalore,Delhi,Night,Morning,one,Economy,625,12,10744
Vistara,Bangalore,Delhi,Night,Morning,one,Economy,655,12,10744
Vistara,Bangalore,Delhi,Morning,Night,one,Economy,670,12,10744
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,675,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Evening,one,Economy,685,12,10744
Vistara,Bangalore,Delhi,Night,Morning,one,Economy,720,12,10744
Vistara,Bangalore,Delhi,Morning,Night,one,Economy,730,12,10744
Vistara,Bangalore,Delhi,Evening,Morning,one,Economy,730,12,10744
Vistara,Bangalore,Delhi,Morning,Night,one,Economy,745,12,10744
Vistara,Bangalore,Delhi,Evening,Morning,one,Economy,760,12,10744
Vistara,Bangalore,Delhi,Early_Morning,Evening,one,Economy,785,12,10744
Vistara,Bangalore,Delhi,Evening,Morning,one,Economy,785,12,10744
Vistara,Bangalore,Delhi,Night,Morning,one,Economy,800,12,10744
Vistara,Bangalore,Delhi,Morning,Night,one,Economy,805,12,10744
Vistara,Bangalore,Delhi,Morning,Night,one,Economy,810,12,10744
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,310,12,10586
Indigo,Bangalore,Delhi,Evening,Night,one,Economy,325,12,10586
Indigo,Bangalore,Delhi,Night,Late_Night,one,Economy,350,12,10586
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,430,12,10586
Indigo,Bangalore,Delhi,Night,Early_Morning,one,Economy,480,12,10586
Indigo,Bangalore,Delhi,Evening,Late_Night,one,Economy,530,12,10586
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,520,12,10638
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,455,12,10732
Indigo,Bangalore,Delhi,Morning,Evening,one,Economy,355,12,10743
Indigo,Bangalore,Delhi,Morning,Night,one,Economy,580,12,10743
Air_India,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,330,12,10744
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,690,12,10744
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,755,12,10744
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,820,12,10744
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,870,12,10744
Air_India,Bangalore,Delhi,Evening,Morning,one,Economy,905,12,10744
Air_India,Bangalore,Delhi,Evening,Morning,one,Economy,935,12,10744
Air_India,Bangalore,Delhi,Evening,Afternoon,one,Economy,1025,12,10744
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1385,12,10744
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1450,12,10744
Air_India,Bangalore,Delhi,Evening,Night,one,Economy,1515,12,10744
Air_India,Bangalore,Delhi,Evening,Night,one,Economy,1565,12,10744
Air_India,Bangalore,Delhi,Early_Morning,Morning,one,Economy,1590,12,10744
Indigo,Bangalore,Delhi,Night,Morning,one,Economy,565,12,10848
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,900,12,10892
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,890,12,10954
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,1015,12,10954
SpiceJet,Bangalore,Delhi,Morning,Evening,one,Economy,610,12,10998
Air_India,Bangalore,Delhi,Afternoon,Night,one,Economy,365,12,11374
Air_India,Bangalore,Delhi,Afternoon,Morning,one,Economy,1125,12,11374
Air_India,Bangalore,Delhi,Afternoon,Afternoon,one,Economy,1455,12,11374
Air_India,Bangalore,Delhi,Afternoon,Night,one,Economy,1750,12,11374
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,1045,12,11584
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,275,12,11680
Indigo,Bangalore,Delhi,Afternoon,Night,one,Economy,305,12,11688
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,500,12,12214
Vistara,Bangalore,Delhi,Morning,Evening,one,Economy,300,12,12267
Vistara,Bangalore,Delhi,Night,Evening,one,Economy,1120,12,12499
Vistara,Bangalore,Delhi,Evening,Evening,one,Economy,1225,12,12499
Air_India,Bangalore,Delhi,Afternoon,Night,one,Economy,495,12,12455
Indigo,Bangalore,Delhi,Morning,Afternoon,one,Economy,400,12,12528
SpiceJet,Bangalore,Delhi,Early_Morning,Late_Night,one,Economy,1155,12,12634
Vistara,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,540,12,13378
SpiceJet,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,12,13054
Air_India,Bangalore,Delhi,Early_Morning,Night,one,Economy,1030,12,13225
SpiceJet,Bangalore,Delhi,Early_Morning,Night,one,Economy,985,12,13578
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,765,12,14313
Air_India,Bangalore,Delhi,Early_Morning,Evening,one,Economy,585,12,14419
Air_India,Bangalore,Delhi,Evening,Evening,one,Economy,1305,12,15469
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,495,12,17621
SpiceJet,Bangalore,Delhi,Night,Late_Night,zero,Economy,160,13,7488
SpiceJet,Bangalore,Delhi,Night,Late_Night,zero,Economy,160,13,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,13,7488
SpiceJet,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,13,7488
SpiceJet,Bangalore,Delhi,Evening,Night,zero,Economy,165,13,7488
SpiceJet,Bangalore,Delhi,Evening,Night,zero,Economy,165,13,7488
AirAsia,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,165,13,7489
AirAsia,Bangalore,Delhi,Morning,Afternoon,zero,Economy,165,13,7489
AirAsia,Bangalore,Delhi,Evening,Night,zero,Economy,170,13,7489
AirAsia,Bangalore,Delhi,Late_Night,Late_Night,zero,Economy,175,13,7489
AirAsia,Bangalore,Delhi,Night,Late_Night,zero,Economy,175,13,7489
Vistara,Bangalore,Delhi,Night,Night,zero,Economy,155,13,7489
Vistara,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,160,13,7489
Vistara,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,160,13,7489
Vistara,Bangalore,Delhi,Morning,Afternoon,zero,Economy,160,13,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,160,13,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,165,13,7489
Vistara,Bangalore,Delhi,Evening,Night,zero,Economy,165,13,7489
Vistara,Bangalore,Delhi,Morning,Afternoon,zero,Economy,175,13,7489
GO_FIRST,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,170,13,7487
GO_FIRST,Bangalore,Delhi,Night,Late_Night,zero,Economy,175,13,7487
Indigo,Bangalore,Delhi,Morning,Afternoon,zero,Economy,165,13,7488
Indigo,Bangalore,Delhi,Afternoon,Evening,zero,Economy,165,13,7488
Indigo,Bangalore,Delhi,Evening,Evening,zero,Economy,170,13,7488
Indigo,Bangalore,Delhi,Early_Morning,Early_Morning,zero,Economy,175,13,7488
Indigo,Bangalore,Delhi,Morning,Afternoon,zero,Economy,175,13,7488
Indigo,Bangalore,Delhi,Evening,Night,zero,Economy,175,13,7488
Indigo,Bangalore,Delhi,Evening,Night,zero,Economy,175,13,7488
Indigo,Bangalore,Delhi,Early_Morning,Morning,zero,Economy,180,13,7488
Indigo,Bangalore,Delhi,Night,Night,zero,Economy,180,13,7488
AirAsia,Bangalore,Delhi,Night,Late_Night,one,Economy,300,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Morning,one,Economy,330,13,7484
AirAsia,Bangalore,Delhi,Night,Late_Night,one,Economy,335,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Evening,one,Economy,350,13,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,370,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,415,13,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,420,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Night,one,Economy,440,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,455,13,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,455,13,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,460,13,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,two_or_more,Economy,525,13,7484
AirAsia,Bangalore,Delhi,Evening,Late_Night,one,Economy,530,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,550,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,555,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,585,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,two_or_more,Economy,630,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,two_or_more,Economy,640,13,7484
AirAsia,Bangalore,Delhi,Morning,Evening,one,Economy,645,13,7484
AirAsia,Bangalore,Delhi,Night,Morning,one,Economy,645,13,7484
AirAsia,Bangalore,Delhi,Night,Morning,one,Economy,655,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,720,13,7484
AirAsia,Bangalore,Delhi,Afternoon,Late_Night,one,Economy,720,13,7484
AirAsia,Bangalore,Delhi,Early_Morning,Evening,one,Economy,775,13,7484
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,280,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,335,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,345,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,350,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,360,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,360,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Night,one,Economy,370,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,380,13,7487
GO_FIRST,Bangalore,Delhi,Early_Morning,Afternoon,one,Economy,385,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,385,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,395,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,420,13,7487
GO_FIRST,Bangalore,Delhi,Afternoon,Night,one,Economy,425,13,7487
GO_FIRST,Bangalore,Delhi,Evening,Late_Night,one,Economy,430,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Evening,one,Economy,450,13,7487
GO_FIRST,Bangalore,Delhi,Morning,Afternoon,one,Economy,455,13,7487
