airline_idx,source_city_idx,destination_city_idx,departure_time_idx,arrival_time_idx,stops_idx,class_idx,duration_min,days_left,price
4,4,3,1,6,1,2,-0.552142,0.36835456,3397
3,4,2,1,3,3,2,-1.537038,0.44209555,1543
4,4,1,1,3,1,2,-1.1430796,-0.00035033678,3072
2,3,1,3,3,1,2,1.7884343,-0.5165372,7178
6,5,2,5,3,1,1,-0.8534044,-0.7377601,55983
6,3,2,6,5,1,2,-0.1697707,-1.4014289,11625
6,1,5,3,5,1,2,0.3516448,-1.4014289,15154
4,2,4,6,6,3,2,-1.537038,-1.4014289,4202
3,5,4,3,4,1,2,-0.6795992,0.36835456,5018
3,1,6,2,1,2,2,-0.7607083,-0.29531422,5177
4,4,2,3,3,3,2,-1.525451,-0.5165372,1788
2,3,6,5,3,1,2,-0.91133946,0.36835456,7940
4,3,6,4,2,1,2,-0.93451345,1.6956921,2410
6,5,6,6,1,1,2,0.54862404,0.36835456,6067
6,3,2,2,6,1,2,0.46751493,1.5482101,5622
3,6,2,3,4,1,2,-0.72594726,-0.4427962,5942
2,5,1,5,6,1,1,0.17783964,1.4744692,60978
2,6,5,2,5,3,2,-1.3284718,-0.4427962,3707
4,5,4,3,6,1,2,-0.72594726,0.51583654,3401
4,5,2,1,4,1,2,-0.23929277,-0.8852421,7954
6,2,1,2,3,1,2,0.0040344708,-0.29531422,4755
6,1,2,3,5,1,2,0.51386297,0.44209555,4792
2,3,5,2,5,1,2,2.1244576,-0.66401917,7535
3,6,3,1,4,1,2,-0.2740538,-0.7377601,5942
6,5,1,5,3,1,1,-0.7607083,1.1057643,60978
6,5,6,6,3,1,2,1.0932136,-0.00035033678,6067
6,5,3,5,4,1,2,0.21260066,-1.4751699,14364
2,3,6,5,1,1,1,-0.9461005,0.51583654,44025
6,4,2,5,6,1,1,-0.32040182,1.1057643,51707
2,3,6,5,6,1,1,0.27053574,-0.95898306,41113
4,5,1,5,6,2,2,-0.030726561,-0.22157328,6489
6,5,2,1,6,1,2,-0.6680122,-0.5165372,5910
6,6,1,2,3,1,1,-0.23929277,-1.4751699,62448
3,3,5,3,2,1,2,-0.053900585,0.44209555,6395
2,4,3,6,6,1,1,1.4987589,0.2208726,39499
4,5,6,5,3,1,2,-0.9924485,-0.66401917,7959
6,4,3,6,1,1,1,0.6529071,-1.5489109,39555
1,1,5,4,2,1,2,-0.7607083,-1.327688,8905
6,1,3,2,3,1,2,-0.2740538,0.07339064,4111
2,6,5,6,1,1,2,0.6644941,-0.3690552,5502
3,1,3,3,5,1,2,0.27053574,-1.4751699,7487
2,3,1,3,5,1,2,0.58338505,1.1057643,3610
6,1,6,2,3,1,2,-0.35516286,-0.4427962,6568
6,6,5,2,3,1,1,-0.088661626,-0.5165372,57565
6,6,4,5,3,1,2,-0.14659669,0.8845414,5414
2,4,3,6,3,1,2,1.0816265,-0.5165372,5437
6,2,6,5,3,1,2,-0.54055506,1.2532463,5037
6,3,5,3,3,1,2,2.0781095,0.51583654,6578
4,3,6,3,6,1,2,-1.0851446,1.1795052,2410
6,2,6,2,6,1,1,0.51386297,-0.22157328,49553
6,2,4,2,6,1,1,0.22418769,1.6956921,79099
6,2,4,6,3,1,1,1.475585,-0.7377601,51457
3,6,1,6,5,1,2,-0.12342265,0.07339064,5102
3,6,1,3,5,1,2,0.3516448,-1.4014289,5102
4,3,5,2,5,1,2,-1.0040355,0.07339064,5955
2,3,2,3,5,1,2,0.37481883,1.1057643,3988
2,4,6,2,3,1,2,0.17783964,1.1795052,5815
4,2,6,3,4,1,2,-0.79546934,0.51583654,3824
4,2,6,1,3,1,2,-0.8765784,-0.14783229,6776
6,2,1,6,6,1,1,1.6957382,0.44209555,44144
6,1,5,5,3,1,1,-0.6795992,-1.4014289,57529
3,3,5,5,1,1,2,-1.0503836,-0.66401917,5954
1,5,2,2,5,3,2,-1.3748199,0.29461357,5465
1,3,2,2,6,1,2,0.36323184,-0.22157328,2974
6,4,3,5,1,1,2,-0.86499137,-0.8115011,10018
6,3,4,3,1,1,1,0.58338505,-0.29531422,59537
6,6,2,1,6,1,1,-0.5753161,0.5895775,69885
6,6,4,2,6,1,2,0.37481883,-0.22157328,3334
2,4,1,5,5,1,2,2.0201745,-0.5165372,4054
2,6,3,2,4,1,2,1.3713019,1.6956921,4221
6,1,6,3,1,1,2,0.8846473,0.5895775,4792
1,3,5,3,4,1,2,-0.37833688,0.1471316,3175
2,3,2,5,5,2,2,1.626216,0.29461357,7514
6,3,1,2,3,1,2,-0.030726561,0.8845414,3357
6,2,1,1,5,1,2,1.1279745,-0.5165372,4755
2,4,2,6,6,3,2,-1.525451,1.6219511,2080
6,4,1,1,2,1,2,0.93099535,0.8845414,5441
2,3,5,2,5,1,2,2.3561978,0.29461357,18614
3,3,1,5,1,1,2,-1.0967317,1.2532463,13934
6,3,5,3,3,1,2,1.6493901,-0.14783229,6578
2,4,2,2,6,1,1,0.6760811,-1.7701339,62221
2,6,3,6,3,1,2,1.2322577,-0.14783229,6219
2,4,5,5,3,1,2,-0.61007714,-1.7701339,17053
6,1,5,3,5,1,2,0.4211669,0.7370594,6271
2,6,5,1,5,1,2,0.6644941,-0.5165372,5817
2,3,2,1,5,1,2,1.0584525,1.4007282,3988
6,3,6,5,6,1,2,-0.07707461,-1.5489109,12150
4,6,2,2,1,1,2,-0.44785896,-1.253947,9041
6,2,5,1,3,1,1,-0.6680122,-0.4427962,54896
2,3,2,6,6,3,1,-1.2937107,0.36835456,27864
4,2,6,3,4,1,2,-0.5753161,-0.59027815,2857
5,5,3,2,3,1,2,0.015621481,0.07339064,5120
1,1,3,3,4,1,2,-0.71436024,-0.14783229,3467
6,5,2,3,3,1,2,1.9622394,0.8845414,11966
6,4,1,3,6,1,2,-0.91133946,-0.4427962,6461
6,4,6,6,3,1,1,1.2322577,-1.032724,58315
3,1,6,2,1,1,2,-0.552142,1.1795052,6389
2,4,3,6,1,1,2,0.96575636,-1.180206,11488
6,3,6,3,3,3,2,-1.3748199,0.07339064,3100
2,4,3,5,1,3,2,-1.3516458,-0.8115011,6553
6,4,5,3,3,1,1,1.6957382,-0.00035033678,58394
2,3,2,2,5,3,1,-1.2937107,1.4007282,27864
4,1,3,5,3,1,2,-0.37833688,1.4007282,4071
3,6,3,6,4,3,2,-1.3979938,1.2532463,2339
2,3,5,2,2,1,2,1.5103459,-0.66401917,6946
6,3,2,1,3,2,2,2.5531769,0.2208726,6692
4,4,1,1,3,1,2,-1.0040355,1.4007282,1755
4,6,2,3,4,1,2,-0.69118625,0.44209555,1890
2,4,3,5,3,1,1,-0.64483815,-1.180206,37846
2,4,3,1,6,1,1,-0.6564252,0.36835456,44583
2,6,3,3,5,1,1,0.2589487,-1.6226518,39614
6,2,1,1,6,1,2,-0.52896804,-1.032724,9105
3,6,4,2,6,1,2,0.22418769,0.36835456,4325
4,4,2,3,6,1,2,-0.9229264,1.2532463,5850
4,5,3,5,3,1,2,-0.6795992,-0.22157328,6489
2,1,2,2,6,1,1,0.64132005,1.4007282,26682
6,1,4,2,2,1,1,1.8000213,-0.14783229,37985
6,5,6,5,3,1,2,-0.83023036,1.1795052,6067
6,1,4,3,6,1,1,1.9043044,-0.4427962,37985
6,3,5,3,3,1,2,1.5103459,-1.253947,14880
2,5,3,6,3,1,2,1.5103459,0.5895775,4919
6,6,5,2,3,1,2,0.18942665,0.44209555,5949
1,5,1,2,6,1,2,0.51386297,0.66331846,4257
6,5,2,5,5,1,1,1.4176499,-0.29531422,55502
6,2,1,2,6,2,2,0.46751493,1.4744692,6437
6,6,5,1,3,2,2,-0.6680122,1.4744692,9506
6,1,3,3,6,3,2,-1.3168848,0.44209555,4502
6,5,2,5,5,1,1,1.4176499,0.7370594,55502
6,2,3,1,6,1,2,-0.32040182,-0.5165372,8803
6,2,5,2,5,1,2,2.0085874,1.2532463,5937
6,3,1,5,6,1,1,-0.22770576,-1.6963929,70121
6,2,5,5,3,1,1,-0.47103298,-1.180206,67137
4,3,1,6,5,1,2,-0.35516286,1.3269873,4007
6,5,6,5,6,1,2,-0.30881482,1.4744692,9807
1,2,3,3,4,1,2,-0.41309792,0.8108004,2477
6,5,4,6,6,1,1,1.9854134,-1.5489109,52175
4,4,5,4,2,3,2,-1.3979938,0.95828235,2815
2,5,4,6,5,1,2,0.4443409,0.44209555,4724
2,1,6,1,6,1,2,-0.552142,1.1057643,6578
5,2,3,2,6,1,2,0.4443409,-1.327688,7352
6,1,3,2,5,3,1,-1.3284718,-1.6963929,34043
6,3,4,5,6,1,2,-0.053900585,0.7370594,5761
2,6,3,1,3,1,1,-1.1778407,1.3269873,22140
3,4,6,2,3,1,2,-0.2972278,1.2532463,4165
6,6,1,6,5,1,1,-0.06548759,-0.66401917,82317
3,5,1,3,4,1,2,-0.71436024,-0.66401917,7243
6,3,6,2,5,3,1,-1.3864068,-0.66401917,44664
2,5,2,3,5,1,1,0.75719017,-0.00035033678,55087
2,5,3,3,3,1,1,1.9506524,1.6956921,53743
6,4,6,6,3,1,1,1.4292369,0.29461357,60410
6,6,4,6,5,1,2,-0.06548759,0.51583654,4414
6,2,6,3,5,1,1,0.60655904,-0.66401917,64113
6,3,1,3,3,3,1,-1.3168848,-0.4427962,32859
6,1,4,3,1,1,2,0.9078213,1.3269873,6133
2,2,1,1,5,1,1,1.1163875,0.95828235,43729
6,1,5,2,3,1,1,0.1430786,1.6956921,51817
4,1,5,5,6,1,2,-0.21611875,-1.032724,8118
6,6,1,5,3,1,1,-0.7375343,-0.59027815,66928
6,5,6,3,5,1,2,0.64132005,1.2532463,6067
2,1,2,2,3,1,1,0.085143544,-0.8852421,60396
6,3,1,2,3,1,2,-0.2740538,-0.4427962,7023
6,3,6,1,6,1,1,-0.64483815,-1.327688,69113
2,6,2,1,6,1,1,-0.5869031,0.2208726,49613
6,1,4,3,1,1,1,0.6529071,-1.180206,56588
6,5,4,6,1,1,1,0.54862404,1.2532463,62255
6,6,4,2,3,1,1,0.16625263,1.1795052,53645
5,6,5,2,5,3,2,-1.3284718,1.2532463,4783
6,3,6,3,6,1,2,-1.0851446,0.8845414,6134
1,4,5,2,1,1,2,-0.86499137,0.07339064,2056
2,4,2,2,6,1,2,0.36323184,-0.7377601,10583
2,1,4,1,3,1,2,-1.1778407,-1.253947,4339
6,2,6,2,3,1,1,-0.20453173,-1.032724,61873
6,6,3,2,6,1,1,0.6876681,-1.4014289,51372
6,3,1,5,3,1,1,-0.34357587,0.29461357,49177
1,1,5,4,2,1,2,-0.7607083,-0.8115011,5176
6,1,6,6,6,3,2,-1.4559289,-1.4014289,5179
2,6,2,5,3,1,2,-0.44785896,-0.95898306,9201
6,6,1,5,5,3,1,-1.467516,1.1057643,20684
6,3,1,3,2,1,1,0.2589487,1.6219511,57017
2,6,5,1,5,1,1,0.74560314,1.4744692,49725
6,3,6,2,5,3,2,-1.3864068,0.8845414,3100
2,4,3,2,3,1,2,-0.030726561,-0.5165372,4907
2,2,6,5,3,1,1,-0.2972278,-0.14783229,49553
4,2,6,5,1,1,2,-0.93451345,0.29461357,3458
6,2,6,6,5,1,2,0.3168838,-1.5489109,11069
4,4,5,1,6,1,2,-0.52896804,-1.4014289,5293
4,1,6,2,1,1,2,-0.83023036,-1.5489109,5635
2,3,2,2,5,1,2,2.1823926,0.36835456,3988
4,5,3,1,6,1,2,-0.7375343,1.0320233,5282
2,4,3,5,1,3,2,-1.3400588,1.6956921,2276
2,2,5,3,3,1,1,1.9390653,0.1471316,55377
6,1,3,3,5,1,1,0.18942665,-0.95898306,50361
2,1,4,2,1,1,2,2.42572,-0.8115011,10390
2,6,1,2,3,1,2,-0.42468494,1.2532463,6082
6,2,4,2,6,1,2,0.2357747,-0.95898306,8391
2,1,5,3,1,1,2,1.1743226,-0.29531422,7109
2,1,4,3,6,1,2,1.9970005,-1.180206,16729
3,1,6,5,5,3,2,-1.467516,-0.59027815,2201
6,1,6,3,6,3,2,-1.4559289,-1.106465,5179
1,3,6,1,4,1,2,0.2589487,-0.8852421,12990
6,5,3,3,4,1,2,-0.7838823,1.0320233,6461
6,6,3,6,6,3,1,-1.4095808,-0.29531422,34460
6,4,1,1,5,1,2,1.0700395,-1.4751699,7927
2,3,5,5,1,1,2,2.1708057,-0.5165372,4874
4,1,6,5,1,1,2,-0.9924485,0.1471316,5178
4,4,3,5,5,3,2,-1.3864068,1.1057643,3611
3,1,4,6,5,1,2,-0.030726561,1.6219511,4713
6,3,1,1,3,3,2,-1.3168848,1.0320233,4501
4,4,3,2,2,3,2,-1.3864068,1.0320233,2278
4,4,2,1,6,1,2,-0.23929277,1.6219511,1543
4,3,1,3,6,3,2,-1.2937107,-0.59027815,4500
6,6,4,2,6,1,2,0.2357747,0.5895775,3334
6,5,6,5,6,1,2,-0.088661626,0.8845414,10332
2,5,6,1,5,2,2,1.0236914,-1.6226518,15099
6,6,2,2,3,1,1,-0.33198884,1.1057643,57453
6,2,3,6,3,1,1,1.3017797,1.1795052,57920
2,3,2,2,2,1,2,1.7652602,1.6219511,3306
2,1,2,3,1,1,2,0.9194083,1.1057643,6024
2,5,1,3,1,1,2,0.9889304,0.2208726,3948
6,6,1,5,3,1,1,-0.52896804,-0.29531422,66928
6,6,1,2,5,1,2,-0.8881654,-0.074091315,6450
2,6,5,3,1,1,2,1.0121044,0.07339064,4977
6,1,3,5,3,1,1,-0.6680122,-0.3690552,54841
2,1,4,3,3,1,1,1.8463693,0.2208726,56476
6,1,4,6,3,1,1,1.0584525,0.1471316,74480
6,3,1,3,2,1,1,0.2589487,0.36835456,57017
6,1,6,5,6,1,2,-0.2624668,-0.3690552,7212
2,2,3,2,1,1,1,-0.8765784,1.1057643,45185
3,3,6,5,1,3,2,-1.3748199,-1.180206,5954
2,3,2,3,5,1,2,0.37481883,-1.032724,11940
2,2,5,3,1,1,1,1.2901927,1.4744692,67473
2,1,5,2,6,1,1,0.6529071,-0.8852421,51817
4,3,5,1,3,1,2,-0.9692745,1.0320233,2482
6,2,4,2,6,1,2,0.2357747,1.3269873,6032
2,3,6,5,5,1,2,1.7884343,-0.00035033678,4161
2,1,5,1,6,1,2,-0.44785896,1.3269873,6583
2,3,4,2,3,1,2,0.015621481,1.3269873,5989
2,5,3,3,3,1,2,1.568281,0.44209555,4144
6,2,1,2,3,1,1,0.0040344708,0.7370594,44144
3,3,2,2,6,1,2,0.29370975,1.2532463,4896
6,2,4,6,3,1,1,1.0700395,1.4007282,51457
6,6,4,1,3,1,1,-0.6680122,1.6956921,45805
2,6,2,2,6,1,2,0.15466562,-1.032724,17073
6,1,6,3,6,1,1,-0.86499137,0.29461357,67004
6,5,6,3,5,1,2,0.58338505,1.4744692,6067
6,1,6,2,3,1,1,-0.21611875,0.1471316,67004
3,3,6,2,6,1,2,0.3168838,-1.4751699,5954
2,3,5,2,6,1,1,0.61814606,0.5895775,53209
6,4,5,3,3,1,1,1.6957382,-0.3690552,58394
6,6,2,6,5,1,1,0.10831757,0.8108004,74365
6,5,2,5,6,1,2,0.038795505,-0.4427962,5910
4,5,6,3,6,3,2,-1.2705367,0.44209555,4499
6,5,6,2,6,1,1,0.47910196,-0.95898306,50271
2,2,3,2,1,1,2,-0.8765784,-0.95898306,11448
6,5,1,6,6,1,2,1.6378031,-0.3690552,8111
1,1,6,6,2,1,2,-0.56372905,-0.66401917,2203
3,3,4,2,5,3,2,-1.3979938,1.4744692,2098
2,6,5,2,5,1,2,1.6493901,1.1057643,5685
4,5,1,6,5,1,2,-0.45944595,0.95828235,3465
4,2,4,1,3,3,2,-1.5138639,-0.8115011,4202
6,3,6,1,3,3,2,-1.3979938,0.5895775,2700
6,1,6,2,5,1,2,1.9274784,-0.00035033678,4792
1,3,1,2,3,1,2,-0.07707461,0.7370594,3090
2,6,3,5,3,1,2,-0.3899239,0.8845414,6878
6,4,3,1,1,3,2,-1.3864068,-0.8115011,6553
1,5,6,3,4,1,2,-0.517381,0.8108004,3379
2,3,6,1,1,1,1,1.7304991,1.4744692,29776
6,2,6,2,6,1,2,0.51386297,0.29461357,5148
3,5,3,1,4,1,2,-0.2624668,0.51583654,8089
6,2,5,2,3,1,1,-0.33198884,1.2532463,54896
6,5,6,1,6,1,1,-0.7722953,-0.29531422,80511
2,4,5,5,6,1,2,0.4211669,0.8108004,5629
5,3,1,3,3,1,2,1.5103459,0.8108004,4152
1,2,3,3,4,1,2,-0.41309792,-0.4427962,2477
1,2,1,6,6,3,2,-1.537038,-0.14783229,1548
2,5,6,6,5,1,1,0.20101365,-1.5489109,50271
2,3,2,3,2,1,1,0.15466562,-1.7701339,50894
2,6,1,5,1,1,1,1.8695433,1.6956921,42546
6,3,4,5,6,1,2,-0.01913955,1.1795052,6172
3,1,6,1,4,1,2,-0.36674988,-0.00035033678,4096
6,5,6,5,6,1,2,-0.12342265,-0.66401917,19404
6,2,3,2,1,1,1,-0.71436024,-1.032724,57920
6,3,1,5,3,1,1,-0.64483815,1.3269873,49177
6,5,6,2,6,1,2,0.2589487,1.4744692,6711
4,1,5,5,1,3,2,-1.3284718,-1.106465,5410
2,1,2,1,6,1,2,-0.2740538,-1.6226518,14524
6,6,3,1,3,1,2,2.1244576,-1.032724,11088
6,1,6,5,6,1,2,-0.505794,-0.14783229,7527
6,3,5,3,6,1,1,-1.2473627,-1.6963929,39736
6,6,1,3,6,1,1,1.9043044,-1.8438748,78240
3,6,2,6,6,3,2,-1.4095808,0.44209555,3000
6,3,6,2,1,1,2,-0.72594726,0.29461357,5227
6,2,1,2,6,2,2,0.17783964,-0.14783229,6752
6,4,2,5,6,1,1,0.3284708,0.7370594,41314
3,5,6,2,3,1,2,-0.13500966,0.8845414,6566
6,1,6,5,5,3,1,-1.4327549,-1.4751699,26472
6,5,4,5,1,1,2,1.9622394,-0.074091315,5632
1,3,5,2,2,3,2,-1.3632329,-0.4427962,3999
6,6,1,2,3,1,1,0.0040344708,-0.074091315,48213
4,3,6,2,1,1,2,-0.64483815,0.1471316,2463
6,6,1,6,5,1,1,0.37481883,0.7370594,66928
2,2,6,2,6,1,2,0.52545,-0.8852421,9719
4,3,4,1,6,1,2,-0.5753161,0.51583654,3457
2,1,6,1,3,1,1,-0.7722953,0.07339064,54684
2,5,6,2,6,1,2,0.40957987,1.2532463,5523
2,3,5,2,3,1,2,-0.11183564,-0.22157328,7996
2,5,2,2,6,1,2,0.60655904,-0.22157328,5915
3,3,4,2,5,3,2,-1.3979938,1.6956921,2098
2,5,6,3,6,3,2,-1.3052977,-1.106465,10164
6,5,1,3,6,1,1,1.8695433,-1.253947,78870
4,5,6,1,6,1,2,-0.3899239,1.5482101,5649
2,1,6,3,5,1,1,0.72242916,-0.66401917,54684
2,5,3,3,5,1,1,0.34005782,0.8108004,57939
6,1,3,2,6,1,1,0.2473617,-0.59027815,65033
6,3,1,3,5,1,2,0.10831757,1.3269873,4496
6,6,3,1,6,1,2,-0.48262,1.2532463,7576
1,1,6,2,2,3,2,-1.467516,1.4744692,2201
2,4,5,3,6,1,1,-0.8534044,-1.7701339,54484
4,5,3,1,6,1,2,-0.8418174,0.44209555,4439
6,3,1,5,3,1,2,-0.8534044,-1.253947,10995
6,1,6,6,5,1,2,0.2473617,1.6219511,6568
4,5,2,2,3,1,2,-0.19294472,0.66331846,3918
4,2,5,5,3,1,2,-0.6680122,-0.59027815,5042
4,5,4,2,1,1,2,-0.72594726,1.1057643,3401
2,5,6,2,3,1,2,0.10831757,0.2208726,5523
6,2,1,5,6,1,1,0.050382517,-1.327688,60260
6,1,5,6,5,1,1,-0.030726561,1.4744692,51817
4,4,2,2,2,3,2,-1.525451,1.4007282,1543
2,3,1,5,6,1,2,-0.088661626,-0.8852421,18765
6,6,5,3,3,1,2,2.1244576,-1.4751699,15183
6,3,4,6,1,1,1,0.46751493,1.6956921,39377
2,1,2,3,5,1,2,0.49068895,-0.074091315,3982
2,5,6,2,3,2,2,0.0040344708,-0.8115011,11323
2,1,2,6,5,1,1,-0.042313572,-0.4427962,60396
6,6,3,2,5,1,1,2.0085874,-0.074091315,41269
4,4,1,1,6,1,2,-0.52896804,-0.8852421,4453
6,2,3,6,3,1,2,1.3017797,-1.106465,11448
4,6,5,5,1,1,2,-1.0619706,0.7370594,5203
4,5,4,3,4,1,2,-0.5984901,0.44209555,4367
2,3,6,2,5,1,1,1.9738264,0.66331846,53164
6,1,6,6,6,3,2,-1.4559289,-0.29531422,2150
2,1,4,6,5,1,1,0.17783964,0.66331846,56476
4,5,1,5,6,2,2,-0.21611875,-1.327688,7954
4,6,5,3,6,1,2,-0.81864333,0.1471316,5579
2,3,6,5,1,1,1,-1.0272095,-1.7701339,46265
2,4,2,6,3,1,1,1.3828889,-0.7377601,51595
6,3,2,5,6,1,2,0.18942665,1.6219511,4979
4,6,2,5,3,1,2,-0.5869031,-1.180206,8148
6,5,3,5,4,1,2,0.3168838,1.2532463,6461
4,4,1,5,1,1,2,-0.89975244,-0.8852421,4453
6,6,1,5,3,1,2,-0.552142,-1.6226518,12468
6,1,2,3,3,1,1,1.7652602,-1.5489109,44280
4,1,5,3,6,3,2,-1.3284718,0.5895775,3393
6,3,6,3,1,1,2,1.0932136,0.29461357,9592
2,1,6,3,1,1,1,0.94258237,-0.3690552,54684
1,1,4,2,5,3,2,-1.537038,-1.8438748,6202
6,5,6,1,5,1,2,1.0584525,-1.8438748,15624
2,2,3,5,5,1,2,1.7073252,0.66331846,3864
6,4,5,6,5,1,2,-0.01913955,1.2532463,7767
4,4,5,3,6,1,2,-0.69118625,1.6956921,4390
6,3,6,1,1,1,2,2.0085874,-0.95898306,8790
1,3,5,2,6,2,2,0.11990458,-1.6963929,5953
6,1,5,3,3,1,1,1.4176499,-0.59027815,51817
6,4,6,2,6,1,2,0.52545,0.07339064,4416
2,2,1,5,4,1,1,0.28212273,-1.032724,60260
4,4,3,1,3,3,2,-1.3864068,-0.5165372,2694
2,4,3,2,1,1,1,-0.7375343,1.6956921,47586
6,4,6,6,1,1,2,0.86147326,1.3269873,4266
2,5,6,5,6,1,2,3.4453769,-0.3690552,8047
1,4,6,3,4,1,2,-1.0272095,-0.00035033678,2250
6,4,6,5,6,1,1,0.038795505,-1.327688,45995
6,5,3,6,3,1,2,1.2901927,-1.106465,14364
6,5,6,1,6,1,2,-0.517381,-0.8115011,11675
3,4,3,2,5,1,2,-1.0156225,-0.8852421,6132
4,5,4,1,6,1,2,-0.45944595,0.51583654,4279
6,1,2,6,5,1,2,0.07355654,-1.4014289,12454
2,1,2,3,2,1,1,-0.0075525404,0.44209555,43865
2,1,6,5,3,1,1,-0.64483815,0.2208726,54684
6,3,6,3,6,1,2,-0.6795992,1.6219511,6296
2,6,5,3,5,1,2,0.2589487,0.8108004,5685
2,5,6,5,3,1,2,2.4720678,-0.22157328,10553
6,3,1,6,5,1,1,-0.14659669,1.3269873,62729
6,6,2,5,6,1,1,-0.54055506,1.4007282,61933
6,6,4,3,3,1,2,1.4292369,1.0320233,4099
2,2,4,5,3,1,1,-0.3899239,-0.8115011,51345
2,2,6,5,3,1,2,-0.36674988,0.36835456,5132
2,2,1,6,1,1,1,0.51386297,-0.59027815,60260
6,3,6,5,6,1,1,0.050382517,-1.253947,41281
4,4,5,2,2,3,2,-1.3979938,0.36835456,2773
3,5,4,2,1,1,2,-0.494207,-1.032724,6488
6,6,3,1,6,1,1,-0.7027732,-0.14783229,76941
6,1,6,2,5,3,2,-1.479103,-1.180206,5179
4,3,5,3,6,1,2,-0.79546934,-0.59027815,5955
6,2,5,3,3,1,2,1.9738264,0.8845414,6353
6,5,4,5,3,1,1,-0.3899239,1.6219511,89729
4,1,3,2,5,1,2,-0.89975244,-0.7377601,4704
2,2,5,6,1,1,2,0.54862404,-0.5165372,4363
3,3,1,6,2,1,2,-0.42468494,0.44209555,4020
3,6,1,5,6,1,2,-0.100248635,-0.4427962,5102
6,1,6,3,5,1,1,0.51386297,-1.327688,77196
2,3,4,1,6,1,2,-0.43627194,0.95828235,4415
5,5,6,2,5,1,2,2.1244576,-0.22157328,5339
6,5,6,2,1,1,1,-0.61007714,0.51583654,62591
6,5,1,5,3,1,1,-0.47103298,1.1057643,52287
2,4,2,6,5,1,2,0.061969526,1.1795052,3813
6,4,1,5,3,2,2,-0.69118625,-0.7377601,12927
6,4,5,3,3,2,2,1.4060628,0.7370594,7692
4,2,5,6,2,1,2,-0.4015109,-0.8852421,5042
4,5,1,5,3,1,2,-0.37833688,-1.7701339,7466
2,4,5,5,3,1,1,-0.61007714,1.3269873,51707
6,6,1,2,6,1,2,0.16625263,-1.7701339,13182
2,6,2,2,2,3,1,-1.4211679,0.07339064,23484
5,4,5,3,6,3,2,-1.4559289,-1.253947,5292
4,2,4,3,6,1,2,-0.7722953,0.36835456,1105
6,3,2,3,5,1,2,0.8151252,-1.7701339,16035
1,1,6,4,2,1,2,-0.8418174,-1.4751699,9277
2,2,4,3,5,1,1,0.7340162,0.2208726,51345
6,3,2,3,5,2,2,0.52545,0.5895775,8838
2,1,6,2,1,1,2,-0.71436024,-0.00035033678,6578
4,1,6,6,4,3,2,-1.4327549,1.2532463,2201
5,5,4,6,1,1,2,1.0121044,0.44209555,6080
4,5,2,1,6,1,2,-0.56372905,0.07339064,5179
6,4,2,2,3,1,1,-0.37833688,1.1057643,51707
2,1,2,2,2,1,2,1.7189121,-1.327688,10744
4,1,3,5,3,1,2,-0.8765784,-0.8115011,11268
1,2,3,6,1,1,2,0.3284708,1.6219511,3654
4,6,3,5,3,1,2,-0.56372905,0.29461357,2339
2,1,4,1,1,1,2,1.5103459,0.8108004,9080
2,3,6,5,1,1,2,-0.9461005,1.4007282,4926
2,2,5,2,5,1,2,1.9854134,1.0320233,4629
3,5,4,2,1,1,2,-0.35516286,0.8108004,6115
6,3,2,1,6,2,1,-0.34357587,0.66331846,80033
4,4,2,3,6,1,2,-0.93451345,-1.253947,6753
6,2,4,2,3,1,1,-0.2972278,0.1471316,51457
2,5,2,5,1,1,1,1.9506524,0.07339064,55983
2,2,5,2,5,2,2,2.0317614,-1.253947,15123
2,6,4,3,3,1,2,1.4408239,-0.4427962,8063
6,1,3,2,1,1,2,-0.6680122,0.7370594,4111
2,4,6,3,5,1,2,0.79195124,-1.4014289,7774
6,3,4,1,3,3,2,-1.3864068,-0.14783229,2780
6,5,1,6,3,1,2,1.1627356,-1.4014289,11675
6,2,6,3,2,1,2,0.3516448,-0.95898306,11069
6,2,3,5,3,1,1,-0.54055506,0.51583654,57920
1,1,3,1,4,2,2,0.015621481,1.3269873,2723
4,5,2,6,2,1,2,-0.7838823,-0.22157328,3269
2,1,2,3,5,1,1,0.49068895,-0.14783229,43865
6,1,3,5,6,1,1,-0.14659669,-1.032724,57081
3,1,5,2,1,1,2,-1.0040355,0.5895775,3943
6,1,2,6,5,1,2,-0.14659669,1.6219511,4672
4,4,6,6,6,3,2,-1.467516,-1.6963929,12013
2,6,2,5,2,1,2,1.3597149,-0.00035033678,5800
1,2,3,5,6,1,2,-0.11183564,1.4744692,2477
2,5,4,6,3,1,1,1.475585,0.5895775,61023
6,6,1,2,3,1,1,-0.23929277,0.95828235,62448
5,3,2,3,2,1,2,0.0040344708,-0.14783229,4149
6,4,2,1,5,1,2,1.0700395,1.0320233,6287
3,6,1,2,3,1,2,-0.0075525404,0.07339064,7617
4,5,2,1,6,1,2,-0.8418174,-1.253947,9419
2,4,6,3,1,2,2,0.89623433,1.1795052,7496
4,5,1,5,6,1,2,-0.2740538,-0.5165372,6489
2,3,5,3,3,3,1,-1.3864068,-0.5165372,27976
2,1,6,2,6,1,1,0.4559279,-0.00035033678,54684
4,5,2,5,3,1,2,-0.30881482,-0.7377601,9419
4,3,6,4,2,3,2,-1.3979938,-1.106465,5955
2,5,2,3,3,3,2,-1.3632329,-1.6226518,8589
